carbonFootprint
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
14.47
34.34
3.04
329.71
29.17
5.21
3.76
21.02
21.88
8.1
95.14
38.82
5.52
7.84
19.74
36.45
39.06
197.26
30.76
63.82
37.01
37.95
71.57
38.81
58.97
106.08
81.37
37.27
88.1
48.9
21.5
81.93
58.6
28.63
37.28
30.1
110.66
38.2
98.57
19.83
20.01
15.54
90.69
19.86
11.19
322.56
12.58
63.7
60.85
109.31
21.36
117.92
61.2
107.01
9.81
90.69
30.41
28.35
11.21
22.37
37.34
25.43
78.59
11.16
11.18
219.16
6.6
27.27
15.37
32.17
33.01
6.48
47.09
24.2
3
44.75
34.03
106.89
88.72
9.52
103.45
163.94
235.99
59.33
3.34
74.71
112.52
329.95
329.95
65.13
329.61
36.67
8.56
21.61
